transaction_id,customer_id,date,amount,payment_method,bank,category,status
1966,296,2024-08-06,1360.95,UPI,ICICI,Entertainment,Failed
1967,914,2024-07-17,4980.2,Debit Card,ICICI,Entertainment,Success
1968,130,2024-09-08,30632.0,Credit Card,AMEX,Travel,Success
1969,106,2024-10-03,1170.09,Wallet,Paytm,Groceries,Pending
1970,740,2024-05-12,3271.44,UPI,Kotak,Electronics,Success
1971,119,2024-08-16,1798.2,Credit Card,AMEX,Food,Success
1972,204,2024-12-06,1405.54,Wallet,GooglePay,Groceries,Pending
1973,193,2024-01-02,7105.3,Net Banking,Axis,Utilities,Success
1974,817,2024-02-05,2335.88,Net Banking,Yes Bank,Utilities,Failed
1975,422,2024-03-03,53995.1,Debit Card,ICICI,Furniture,Success
1976,267,2024-01-29,29545.75,Debit Card,SBI,Electronics,Failed
1977,100,2024-05-28,9077.93,UPI,Axis,Travel,Success
1978,891,2024-12-22,4492.66,Wallet,GooglePay,Groceries,Success
1979,641,2024-08-12,7255.16,Credit Card,HDFC,Travel,Success
1980,742,2024-05-02,19743.99,Cash,N/A,Education,Success
1981,982,2024-01-09,711.61,Debit Card,BOB,Food,Success
1982,529,2024-04-18,4637.87,Wallet,Mobikwik,Utilities,Success
1983,148,2024-04-29,3431.77,Credit Card,SBI,Electronics,Success
1984,316,2024-11-12,523.23,Wallet,PhonePe,Food,Success
1985,641,2024-01-26,16432.71,UPI,Axis,Healthcare,Success
1986,742,2024-02-02,9577.28,Cash,N/A,Electronics,Success
1987,199,2024-08-06,4076.45,Wallet,Amazon Pay,Entertainment,Success
1988,261,2024-10-21,1459.56,Credit Card,HDFC,Utilities,Success
1989,473,2024-02-02,22274.52,Net Banking,HDFC,Electronics,Success
1990,508,2024-03-25,12560.41,Cash,N/A,Education,Success
1991,641,2024-11-09,3910.54,UPI,Axis,Groceries,Success
1992,214,2024-04-01,56685.93,Cash,N/A,Electronics,Success
1993,600,2024-08-31,3251.17,Wallet,GooglePay,Clothing,Success
1994,376,2024-05-02,9235.96,UPI,Kotak,Clothing,Success
1995,505,2024-11-09,50361.74,Debit Card,ICICI,Electronics,Success
1996,930,2024-04-30,6140.14,Cash,N/A,Travel,Success
1997,100,2024-10-03,2270.83,Wallet,PhonePe,Utilities,Success
1998,194,2024-02-27,10341.61,Net Banking,Axis,Clothing,Success
1999,956,2024-01-23,1307.48,Debit Card,HDFC,Food,Success
2000,473,2024-11-11,2644.22,Wallet,Paytm,Education,Pending
2001,320,2024-03-21,995.87,UPI,SBI,Food,Pending
2002,405,2024-08-15,58396.42,Net Banking,HDFC,Furniture,Success
2003,564,2024-04-27,26427.51,UPI,HDFC,Electronics,Success
2004,199,2024-07-11,3954.43,Cash,N/A,Travel,Success
2005,432,2024-03-15,46415.99,Net Banking,HDFC,Travel,Success
2006,384,2024-08-22,31711.45,Debit Card,HDFC,Travel,Success
2007,854,2024-12-20,6905.52,Credit Card,HDFC,Furniture,Failed
2008,510,2024-08-02,11453.03,Credit Card,Axis,Clothing,Success
2009,666,2024-11-09,8756.2,Cash,N/A,Clothing,Success
2010,352,2024-09-07,29701.57,Net Banking,ICICI,Travel,Success
2011,324,2024-05-06,16566.61,Cash,N/A,Travel,Pending
2012,742,2024-03-17,89926.93,Net Banking,SBI,Furniture,Success
2013,316,2024-09-15,880.11,Net Banking,Axis,Food,Failed
2014,861,2024-02-20,25016.61,UPI,Kotak,Education,Failed
2015,103,2024-07-27,6895.79,Debit Card,HDFC,Travel,Success
2016,127,2024-01-09,33617.26,Credit Card,AMEX,Education,Success
2017,605,2024-10-25,1954.02,Net Banking,HDFC,Food,Pending
2018,573,2024-04-04,3171.37,Wallet,Paytm,Entertainment,Failed
2019,195,2024-07-16,2701.51,Debit Card,PNB,Entertainment,Failed
2020,861,2024-11-09,5794.77,Credit Card,AMEX,Utilities,Success
2021,473,2024-01-29,9458.69,Wallet,GooglePay,Utilities,Pending
2022,818,2024-07-15,2380.23,UPI,ICICI,Entertainment,Success
2023,845,2024-10-13,45080.28,Credit Card,ICICI,Electronics,Refunded
2024,227,2024-10-03,52098.55,Wallet,Mobikwik,Electronics,Pending
2025,612,2024-04-17,16227.05,Debit Card,Axis,Travel,Success
2026,296,2024-01-28,30138.7,Net Banking,Axis,Electronics,Success
2027,325,2024-08-28,6815.25,Cash,N/A,Utilities,Success
2028,763,2024-12-10,15474.11,Net Banking,SBI,Electronics,Success
2029,320,2024-05-27,9194.51,Debit Card,SBI,Electronics,Success
2030,505,2024-03-18,26178.18,Wallet,Paytm,Travel,Success
2031,545,2024-10-04,7213.79,Net Banking,Axis,Clothing,Success
2032,350,2024-05-29,3428.59,Credit Card,Kotak,Travel,Success
2033,376,2024-10-23,3313.23,Debit Card,PNB,Entertainment,Success
2034,861,2024-09-28,4508.04,Debit Card,Axis,Utilities,Success
2035,181,2024-03-28,4612.96,Debit Card,ICICI,Healthcare,Failed
2036,658,2024-03-16,1493.47,Credit Card,Kotak,Entertainment,Pending
2037,208,2024-10-01,3727.38,Credit Card,AMEX,Healthcare,Success
2038,756,2024-03-19,3721.0,UPI,ICICI,Clothing,Success
2039,886,2024-05-13,1004.03,Cash,N/A,Entertainment,Success
2040,463,2024-03-16,2297.3,Credit Card,Kotak,Entertainment,Success
2041,328,2024-07-26,38541.65,Net Banking,ICICI,Education,Success
2042,848,2024-10-06,3379.68,Wallet,GooglePay,Utilities,Success
2043,777,2024-10-20,12033.73,Wallet,Amazon Pay,Clothing,Success
2044,818,2024-09-02,321.88,Cash,N/A,Food,Success
2045,267,2024-11-12,22464.84,UPI,ICICI,Travel,Success
2046,111,2024-04-09,53116.95,Debit Card,HDFC,Furniture,Success
2047,369,2024-08-16,78079.24,Net Banking,HDFC,Electronics,Success
2048,957,2024-11-05,9439.68,Wallet,GooglePay,Utilities,Success
2049,740,2024-08-06,1991.95,UPI,ICICI,Entertainment,Success
2050,181,2024-08-16,967.23,Wallet,Amazon Pay,Utilities,Success
2051,755,2024-08-14,3359.43,Wallet,Amazon Pay,Healthcare,Success
2052,755,2024-03-12,60195.63,Credit Card,ICICI,Furniture,Success
2053,862,2024-06-20,74685.66,Cash,N/A,Electronics,Success
2054,488,2024-11-23,8348.83,Cash,N/A,Healthcare,Success
2055,643,2024-03-11,9544.52,Net Banking,ICICI,Travel,Success
2056,792,2024-06-03,31087.52,Cash,N/A,Furniture,Success
2057,754,2024-03-19,6073.37,Wallet,Amazon Pay,Healthcare,Success
2058,756,2024-05-27,978.92,Wallet,PhonePe,Groceries,Success
2059,713,2024-05-21,49719.48,UPI,Kotak,Education,Success
2060,148,2024-09-03,44170.78,Debit Card,BOB,Furniture,Success
2061,103,2024-03-02,2611.38,Cash,N/A,Entertainment,Failed
2062,983,2024-10-24,334.97,Net Banking,Yes Bank,Food,Success
2063,983,2024-01-28,7287.15,Wallet,GooglePay,Healthcare,Success
2064,777,2024-09-28,41352.39,Wallet,PhonePe,Electronics,Failed
2065,796,2024-03-26,3293.81,Debit Card,BOB,Utilities,Failed
2066,691,2024-12-16,569.58,Cash,N/A,Entertainment,Failed
2067,859,2024-03-11,2886.04,Net Banking,Axis,Utilities,Success
2068,983,2024-02-22,7981.38,Credit Card,ICICI,Travel,Failed
2069,889,2024-11-10,8476.09,Wallet,Mobikwik,Utilities,Success
2070,986,2024-08-01,45843.54,UPI,HDFC,Education,Pending
2071,835,2024-06-27,13851.91,Credit Card,SBI,Healthcare,Pending
2072,959,2024-09-24,943.82,Debit Card,SBI,Entertainment,Success
2073,529,2024-04-23,12880.87,Credit Card,AMEX,Clothing,Success
2074,559,2024-04-17,14720.42,Net Banking,Yes Bank,Clothing,Failed
2075,818,2024-02-09,1560.65,Net Banking,SBI,Food,Success
2076,854,2024-12-03,5972.44,Net Banking,SBI,Utilities,Pending
2077,858,2024-02-03,13384.97,UPI,SBI,Healthcare,Pending
2078,467,2024-10-27,9483.66,Debit Card,SBI,Travel,Success
2079,265,2024-05-22,35435.82,Credit Card,Kotak,Furniture,Failed
2080,165,2024-05-03,5745.33,UPI,Kotak,Utilities,Failed
2081,974,2024-04-21,48223.91,Credit Card,Kotak,Travel,Success
2082,998,2024-02-20,46047.72,Wallet,Amazon Pay,Travel,Success
2083,256,2024-04-04,33839.52,UPI,HDFC,Education,Failed
2084,914,2024-08-05,25858.27,Net Banking,SBI,Travel,Failed
2085,203,2024-03-04,5960.65,Credit Card,SBI,Education,Failed
2086,282,2024-05-27,7249.15,UPI,ICICI,Utilities,Success
2087,275,2024-05-25,30219.28,Debit Card,BOB,Education,Refunded
2088,157,2024-04-25,4132.09,Net Banking,HDFC,Utilities,Failed
2089,680,2024-12-13,978.56,Wallet,Amazon Pay,Entertainment,Success
2090,993,2024-08-12,6619.63,UPI,SBI,Utilities,Success
2091,267,2024-12-21,97779.51,Wallet,PhonePe,Furniture,Success
2092,489,2024-06-22,29869.55,Net Banking,SBI,Travel,Success
2093,670,2024-09-12,15319.86,Cash,N/A,Healthcare,Failed
2094,111,2024-07-23,2431.55,Cash,N/A,Entertainment,Refunded
2095,246,2024-05-22,11566.39,UPI,SBI,Clothing,Success
2096,505,2024-04-28,639.91,Wallet,Paytm,Clothing,Failed
2097,505,2024-12-13,1945.54,Net Banking,Kotak,Food,Success
2098,263,2024-06-04,62700.03,UPI,PNB,Furniture,Failed
2099,431,2024-09-09,10495.62,Wallet,Amazon Pay,Education,Success
2100,743,2024-10-04,4066.46,Cash,N/A,Entertainment,Refunded
2101,854,2024-08-08,30998.58,Debit Card,PNB,Electronics,Success
2102,204,2024-01-17,8438.66,Debit Card,BOB,Clothing,Success
2103,801,2024-03-09,14342.89,Net Banking,SBI,Healthcare,Success
2104,771,2024-12-03,6885.2,Cash,N/A,Utilities,Success
2105,814,2024-09-16,813.2,Net Banking,Kotak,Food,Refunded
2106,494,2024-12-12,3855.71,Debit Card,ICICI,Entertainment,Success
2107,742,2024-01-24,12586.63,Debit Card,BOB,Clothing,Success
2108,713,2024-11-16,1964.81,Net Banking,ICICI,Entertainment,Refunded
2109,376,2024-06-28,1339.42,Credit Card,ICICI,Food,Success
2110,742,2024-02-13,69580.73,UPI,ICICI,Electronics,Success
2111,369,2024-06-15,948.77,Net Banking,Kotak,Food,Success
2112,804,2024-05-16,1407.12,Cash,N/A,Food,Refunded
2113,723,2024-10-19,1679.86,UPI,Axis,Groceries,Success
2114,997,2024-04-15,2533.98,Wallet,GooglePay,Entertainment,Success
2115,891,2024-07-05,1088.62,Wallet,Paytm,Groceries,Failed
2116,369,2024-04-19,5376.59,Debit Card,Axis,Healthcare,Success
2117,144,2024-11-15,57557.69,Cash,N/A,Electronics,Success
2118,691,2024-02-04,80317.38,Net Banking,Axis,Furniture,Success
2119,323,2024-11-29,10142.33,Debit Card,PNB,Healthcare,Success
2120,203,2024-04-12,2071.27,Cash,N/A,Groceries,Success
2121,697,2024-04-02,1274.3,Cash,N/A,Food,Success
2122,718,2024-12-04,13762.83,Wallet,Mobikwik,Education,Failed
2123,431,2024-08-10,72934.89,UPI,Kotak,Furniture,Success
2124,374,2024-03-16,7778.49,Wallet,GooglePay,Travel,Failed
2125,376,2024-06-12,50897.24,Net Banking,ICICI,Electronics,Failed
2126,845,2024-03-23,13768.41,Credit Card,SBI,Healthcare,Success
2127,925,2024-04-08,528.89,Debit Card,PNB,Food,Success
2128,432,2024-08-04,443.88,Debit Card,HDFC,Food,Success
2129,821,2024-12-03,1842.25,UPI,PNB,Utilities,Success
2130,350,2024-01-29,25455.43,Debit Card,SBI,Electronics,Pending
2131,488,2024-07-05,32053.16,Wallet,PhonePe,Electronics,Success
2132,605,2024-09-13,41995.63,Cash,N/A,Electronics,Success
2133,127,2024-05-01,13105.41,Debit Card,ICICI,Furniture,Failed
2134,973,2024-07-18,46794.35,Credit Card,ICICI,Travel,Success
2135,718,2024-05-20,20714.59,Cash,N/A,Education,Success
2136,173,2024-12-24,25660.95,Net Banking,Axis,Electronics,Success
2137,821,2024-03-15,2428.59,Debit Card,ICICI,Entertainment,Success
2138,710,2024-01-18,1396.83,Wallet,PhonePe,Food,Success
2139,275,2024-06-07,4525.47,Wallet,Paytm,Entertainment,Success
2140,649,2024-08-14,138.54,Net Banking,ICICI,Groceries,Success
2141,643,2024-04-30,4286.69,Credit Card,SBI,Healthcare,Success
2142,431,2024-11-25,3967.66,Debit Card,SBI,Groceries,Failed
2143,771,2024-08-29,4639.84,Debit Card,BOB,Groceries,Success
2144,303,2024-03-23,10176.06,Debit Card,PNB,Healthcare,Success
2145,697,2024-06-16,34912.9,UPI,PNB,Education,Success
2146,641,2024-08-15,245.52,Credit Card,AMEX,Clothing,Success
2147,193,2024-02-12,13046.88,Cash,N/A,Electronics,Failed
2148,261,2024-07-29,2312.3,Wallet,PhonePe,Entertainment,Success
2149,261,2024-10-30,4017.69,Credit Card,HDFC,Entertainment,Success
2150,881,2024-07-20,4729.31,Cash,N/A,Groceries,Success
2151,350,2024-10-12,63036.11,UPI,Axis,Furniture,Success
2152,612,2024-03-27,832.02,Net Banking,Kotak,Food,Success
2153,716,2024-07-07,14219.2,UPI,SBI,Clothing,Success
2154,432,2024-08-20,6366.36,Wallet,PhonePe,Education,Success
2155,470,2024-05-27,19412.64,Net Banking,HDFC,Education,Success
2156,171,2024-12-12,21091.05,Net Banking,HDFC,Travel,Success
2157,733,2024-04-30,45646.69,Credit Card,Axis,Furniture,Success
2158,845,2024-08-22,1320.46,Credit Card,Axis,Electronics,Refunded
2159,993,2024-12-17,35752.8,Wallet,Amazon Pay,Travel,Success
2160,400,2024-02-07,44781.5,UPI,ICICI,Electronics,Pending
2161,316,2024-06-30,93992.87,Cash,N/A,Furniture,Success
2162,569,2024-11-13,1582.29,Net Banking,Yes Bank,Groceries,Success
2163,889,2024-01-22,18757.85,Credit Card,Kotak,Furniture,Success
2164,266,2024-08-27,1526.79,Wallet,Mobikwik,Clothing,Success
2165,743,2024-02-29,316.39,Credit Card,SBI,Entertainment,Pending
2166,821,2024-07-03,1486.33,Debit Card,Axis,Groceries,Failed
2167,733,2024-09-21,2235.3,Credit Card,Axis,Entertainment,Success
2168,771,2024-03-18,8545.03,Wallet,Amazon Pay,Utilities,Success
2169,925,2024-01-28,9402.12,Net Banking,ICICI,Travel,Success
2170,167,2024-08-11,79618.54,Net Banking,SBI,Electronics,Success
2171,619,2024-10-14,23159.11,UPI,PNB,Education,Failed
2172,325,2024-06-27,16696.83,Debit Card,HDFC,Electronics,Failed
2173,265,2024-09-17,11308.62,Wallet,Mobikwik,Healthcare,Success
2174,214,2024-09-26,18876.32,UPI,HDFC,Furniture,Failed
2175,933,2024-02-18,227.21,Wallet,Paytm,Entertainment,Success
2176,742,2024-02-24,853.5,UPI,Axis,Entertainment,Failed
2177,938,2024-09-02,31603.66,Debit Card,Axis,Education,Success
2178,750,2024-01-23,95138.7,Debit Card,BOB,Furniture,Refunded
2179,621,2024-03-07,43204.96,Wallet,GooglePay,Travel,Success
2180,704,2024-02-06,9523.81,Net Banking,SBI,Utilities,Success
2181,320,2024-05-02,537.02,Credit Card,ICICI,Groceries,Success
2182,573,2024-05-25,1984.91,Net Banking,Axis,Clothing,Success
2183,978,2024-12-16,13997.38,Wallet,Paytm,Furniture,Failed
2184,371,2024-04-12,22549.4,Net Banking,Axis,Education,Success
2185,796,2024-08-04,60641.01,Debit Card,Axis,Electronics,Success
2186,641,2024-08-06,3714.83,Debit Card,PNB,Electronics,Success
2187,845,2024-12-17,13973.88,Cash,N/A,Clothing,Success
2188,432,2024-02-10,15369.47,Credit Card,AMEX,Education,Pending
2189,180,2024-09-24,1547.86,UPI,Kotak,Groceries,Success
2190,858,2024-09-19,41096.8,Net Banking,SBI,Electronics,Success
2191,405,2024-10-18,7173.61,Cash,N/A,Healthcare,Failed
2192,381,2024-02-28,9387.83,Credit Card,SBI,Education,Success
2193,755,2024-12-26,6347.53,Wallet,Amazon Pay,Healthcare,Failed
2194,982,2024-11-15,6892.55,Credit Card,ICICI,Healthcare,Success
2195,265,2024-11-05,17445.15,UPI,Axis,Healthcare,Success
2196,214,2024-07-21,1557.72,Wallet,Amazon Pay,Electronics,Success
2197,573,2024-12-02,72865.23,Debit Card,Axis,Furniture,Failed
2198,494,2024-07-03,4042.74,UPI,HDFC,Groceries,Success
2199,989,2024-02-27,1407.26,Credit Card,HDFC,Food,Success
2200,217,2024-03-15,21958.69,Wallet,Mobikwik,Travel,Success
2201,396,2024-08-25,7215.04,UPI,SBI,Clothing,Success
2202,263,2024-12-25,48211.41,Net Banking,SBI,Education,Failed
2203,212,2024-05-04,14953.12,Net Banking,SBI,Travel,Success
2204,833,2024-11-18,4899.49,Net Banking,Yes Bank,Groceries,Success
2205,902,2024-10-10,836.64,Net Banking,Axis,Healthcare,Success
2206,998,2024-11-09,11979.34,UPI,Kotak,Education,Success
2207,193,2024-06-10,728.75,Wallet,Amazon Pay,Utilities,Pending
2208,986,2024-09-10,93957.48,Debit Card,PNB,Furniture,Success
2209,350,2024-03-23,14551.56,Net Banking,ICICI,Healthcare,Success
2210,569,2024-04-22,90997.95,Debit Card,Axis,Furniture,Failed
2211,740,2024-12-02,6992.35,Debit Card,BOB,Education,Success
2212,755,2024-12-10,4000.27,Credit Card,Kotak,Entertainment,Success
2213,915,2024-02-14,6890.28,Credit Card,ICICI,Education,Success
2214,303,2024-07-31,15530.77,Credit Card,Kotak,Education,Success
2215,381,2024-07-02,7205.17,Credit Card,ICICI,Healthcare,Failed
2216,758,2024-01-17,27349.91,UPI,Kotak,Electronics,Success
2217,889,2024-04-24,13262.2,Debit Card,ICICI,Education,Failed
2218,600,2024-10-12,17936.72,Wallet,Mobikwik,Healthcare,Success
2219,833,2024-12-27,1856.93,Net Banking,Axis,Food,Refunded
2220,643,2024-02-26,62641.37,Cash,N/A,Electronics,Failed
2221,792,2024-09-16,13780.18,UPI,HDFC,Electronics,Pending
2222,814,2024-05-29,38217.25,Net Banking,Yes Bank,Education,Pending
2223,263,2024-11-27,1739.58,Credit Card,HDFC,Entertainment,Failed
2224,886,2024-07-31,528.37,Net Banking,ICICI,Food,Success
2225,964,2024-02-13,7511.48,Net Banking,ICICI,Healthcare,Success
2226,487,2024-03-18,4275.05,Credit Card,ICICI,Utilities,Failed
2227,376,2024-07-28,47616.11,Cash,N/A,Education,Pending
2228,157,2024-03-15,1449.37,Cash,N/A,Food,Success
2229,203,2024-07-24,6624.27,Net Banking,SBI,Clothing,Success
2230,111,2024-03-18,6723.17,Wallet,Mobikwik,Furniture,Refunded
2231,804,2024-07-24,8748.11,Wallet,GooglePay,Utilities,Pending
2232,125,2024-05-23,6142.97,Credit Card,AMEX,Utilities,Success
2233,111,2024-04-15,6281.16,Cash,N/A,Utilities,Success
2234,217,2024-07-26,44084.44,UPI,SBI,Travel,Success
2235,646,2024-03-05,9920.05,Debit Card,HDFC,Utilities,Success
2236,508,2024-06-08,3473.02,Wallet,PhonePe,Utilities,Success
2237,698,2024-10-30,4902.66,Debit Card,BOB,Healthcare,Success
2238,569,2024-02-26,1691.09,Debit Card,BOB,Food,Success
2239,325,2024-01-25,36174.58,Cash,N/A,Electronics,Success
2240,649,2024-10-24,71750.06,Wallet,Mobikwik,Furniture,Failed
2241,570,2024-06-28,5762.26,Wallet,Mobikwik,Healthcare,Success
2242,208,2024-07-12,7401.37,UPI,ICICI,Utilities,Success
2243,194,2024-07-03,5350.4,Wallet,Amazon Pay,Education,Failed
2244,338,2024-02-17,878.53,Credit Card,SBI,Food,Success
2245,323,2024-07-08,4087.26,Cash,N/A,Utilities,Pending
2246,212,2024-09-12,4982.91,Wallet,Amazon Pay,Groceries,Success
2247,755,2024-03-24,7685.63,Net Banking,Yes Bank,Clothing,Success
2248,282,2024-09-19,1268.78,Credit Card,SBI,Utilities,Success
2249,265,2024-03-21,3756.39,UPI,Kotak,Utilities,Failed
2250,818,2024-03-02,2901.65,UPI,Kotak,Entertainment,Success
2251,173,2024-06-05,1585.97,Net Banking,SBI,Entertainment,Failed
2252,106,2024-10-28,338.39,Debit Card,ICICI,Groceries,Success
2253,848,2024-09-07,288.54,Debit Card,SBI,Food,Pending
2254,755,2024-09-03,31660.49,Net Banking,ICICI,Furniture,Failed
2255,680,2024-11-06,11476.88,Cash,N/A,Clothing,Failed
2256,756,2024-08-17,13021.91,Debit Card,SBI,Clothing,Failed
2257,756,2024-11-15,1997.45,Net Banking,ICICI,Groceries,Success
2258,956,2024-08-14,12953.74,Credit Card,AMEX,Healthcare,Success
2259,641,2024-12-28,11264.78,UPI,PNB,Healthcare,Success
2260,194,2024-11-12,5810.87,UPI,Kotak,Utilities,Success
2261,652,2024-08-31,8978.96,UPI,PNB,Utilities,Pending
2262,881,2024-01-10,15756.47,Credit Card,AMEX,Healthcare,Failed
2263,148,2024-08-15,64650.22,Cash,N/A,Electronics,Success
2264,858,2024-09-08,712.92,Credit Card,SBI,Food,Success
2265,974,2024-06-11,1360.17,UPI,SBI,Groceries,Success
2266,146,2024-03-14,3982.21,UPI,HDFC,Clothing,Success
2267,488,2024-12-13,1071.92,Debit Card,HDFC,Clothing,Success
2268,704,2024-06-01,583.85,Credit Card,SBI,Groceries,Pending
2269,743,2024-07-11,4624.31,Credit Card,Kotak,Electronics,Success
2270,611,2024-09-17,3911.98,UPI,ICICI,Utilities,Success
2271,374,2024-10-10,420.75,UPI,Axis,Groceries,Success
2272,381,2024-05-17,9638.4,Wallet,Paytm,Utilities,Success
2273,930,2024-11-29,4708.27,Net Banking,Axis,Clothing,Success
2274,357,2024-09-13,39209.21,Credit Card,Axis,Travel,Success
2275,964,2024-05-05,9530.87,Cash,N/A,Utilities,Success
2276,374,2024-11-13,13095.87,Credit Card,HDFC,Healthcare,Success
2277,422,2024-05-19,25838.01,Wallet,Amazon Pay,Furniture,Refunded
2278,641,2024-04-18,84227.74,Debit Card,SBI,Furniture,Success
2279,651,2024-10-15,24400.75,Net Banking,Yes Bank,Electronics,Success
2280,928,2024-10-11,17577.76,Credit Card,Kotak,Healthcare,Success
2281,948,2024-12-15,3212.33,Wallet,Amazon Pay,Entertainment,Success
2282,907,2024-06-13,1132.06,Cash,N/A,Entertainment,Success
2283,103,2024-03-09,1237.13,UPI,SBI,Food,Success
2284,376,2024-10-11,38242.03,Cash,N/A,Education,Failed
2285,217,2024-11-29,43322.62,Wallet,Amazon Pay,Electronics,Success
2286,786,2024-07-11,36438.61,Credit Card,AMEX,Furniture,Refunded
2287,325,2024-08-24,4687.61,Net Banking,SBI,Entertainment,Success
2288,350,2024-05-23,1038.41,Cash,N/A,Entertainment,Failed
2289,926,2024-04-29,48381.18,UPI,ICICI,Education,Success
2290,282,2024-12-27,21699.55,Credit Card,AMEX,Furniture,Success
2291,821,2024-10-18,4990.71,Cash,N/A,Utilities,Success
2292,241,2024-12-10,56948.88,UPI,Kotak,Furniture,Success
2293,132,2024-03-06,18677.91,Credit Card,Kotak,Healthcare,Success
2294,296,2024-04-08,1984.31,Wallet,Mobikwik,Food,Success
2295,545,2024-10-13,596.77,Net Banking,Yes Bank,Education,Success
2296,217,2024-01-27,2219.49,Net Banking,ICICI,Entertainment,Success
2297,991,2024-08-26,18392.86,UPI,PNB,Education,Success
2298,821,2024-08-03,4543.73,UPI,Axis,Utilities,Success
2299,338,2024-10-19,1981.02,Credit Card,AMEX,Food,Success
2300,323,2024-05-07,8474.73,Debit Card,SBI,Travel,Success
2301,674,2024-01-15,21881.47,UPI,Kotak,Education,Failed
2302,473,2024-05-08,5659.68,Credit Card,Axis,Travel,Failed
2303,473,2024-09-23,47194.31,Cash,N/A,Travel,Failed
2304,579,2024-08-16,13357.81,UPI,SBI,Furniture,Success
2305,103,2024-02-03,1117.63,Net Banking,SBI,Clothing,Success
2306,579,2024-08-09,8595.29,UPI,Kotak,Electronics,Success
2307,914,2024-07-24,49575.51,Net Banking,HDFC,Electronics,Failed
2308,938,2024-11-15,934.15,Net Banking,Axis,Food,Pending
2309,490,2024-02-21,3289.51,Wallet,Paytm,Entertainment,Success
2310,750,2024-10-27,5667.93,UPI,Kotak,Travel,Success
2311,742,2024-04-09,13472.18,Cash,N/A,Furniture,Success
2312,422,2024-11-13,9703.21,Credit Card,HDFC,Education,Success
2313,978,2024-10-26,2614.32,Wallet,GooglePay,Groceries,Success
2314,698,2024-03-15,7148.95,Cash,N/A,Clothing,Success
2315,125,2024-09-22,66110.0,Credit Card,HDFC,Furniture,Success
2316,889,2024-01-28,1784.7,Credit Card,AMEX,Groceries,Pending
2317,130,2024-06-23,33492.65,Wallet,Amazon Pay,Travel,Success
2318,750,2024-10-23,96343.42,Cash,N/A,Furniture,Success
2319,983,2024-02-23,43867.22,UPI,Axis,Education,Success
2320,754,2024-11-23,34753.06,Net Banking,Kotak,Travel,Success
2321,422,2024-06-18,1106.05,Credit Card,HDFC,Groceries,Success
2322,195,2024-07-02,1131.65,Credit Card,Axis,Food,Success
2323,641,2024-10-26,315.13,UPI,HDFC,Entertainment,Success
2324,259,2024-04-22,14404.85,Debit Card,Axis,Healthcare,Success
2325,489,2024-01-12,12674.65,UPI,SBI,Clothing,Failed
2326,928,2024-07-13,27401.47,Credit Card,Axis,Electronics,Success
2327,763,2024-07-09,14129.19,Cash,N/A,Clothing,Pending
2328,132,2024-03-01,13264.3,Credit Card,ICICI,Clothing,Success
2329,723,2024-12-21,1657.96,Net Banking,Yes Bank,Entertainment,Success
2330,858,2024-11-11,19721.11,Cash,N/A,Furniture,Failed
2331,564,2024-05-06,1277.45,Debit Card,HDFC,Food,Failed
2332,212,2024-09-07,36446.74,Net Banking,Yes Bank,Travel,Success
2333,448,2024-09-17,3781.41,Wallet,Mobikwik,Groceries,Success
2334,991,2024-08-25,4962.98,Debit Card,Axis,Clothing,Success
2335,740,2024-09-10,13782.61,Net Banking,Yes Bank,Education,Pending
2336,212,2024-11-28,454.04,Credit Card,SBI,Food,Failed
2337,993,2024-04-21,8557.95,Net Banking,Kotak,Healthcare,Success
2338,173,2024-05-10,939.11,UPI,ICICI,Utilities,Success
2339,786,2024-04-27,5073.15,Cash,N/A,Furniture,Success
2340,167,2024-08-09,1900.81,Net Banking,ICICI,Groceries,Success
2341,328,2024-04-01,12072.62,Wallet,Paytm,Education,Success
2342,617,2024-05-30,5176.63,Wallet,Paytm,Utilities,Failed
2343,847,2024-02-20,6172.22,UPI,Kotak,Electronics,Success
2344,489,2024-12-11,1325.12,Wallet,GooglePay,Entertainment,Success
2345,957,2024-03-11,9132.59,UPI,ICICI,Utilities,Success
2346,463,2024-07-25,4127.12,Wallet,Paytm,Groceries,Success
2347,371,2024-03-17,1215.13,Wallet,PhonePe,Groceries,Success
2348,991,2024-10-27,7600.45,Wallet,Amazon Pay,Utilities,Success
2349,617,2024-06-09,21611.01,Wallet,Amazon Pay,Travel,Success
2350,982,2024-10-12,780.67,Cash,N/A,Food,Success
2351,973,2024-01-05,40614.87,Debit Card,ICICI,Education,Success
2352,670,2024-12-17,3837.92,Wallet,Mobikwik,Groceries,Success
2353,256,2024-01-12,78750.42,Credit Card,ICICI,Furniture,Refunded
2354,750,2024-10-17,91461.47,Cash,N/A,Furniture,Refunded
2355,467,2024-07-19,42992.0,Credit Card,SBI,Electronics,Success
2356,621,2024-08-19,1955.51,UPI,PNB,Healthcare,Success
2357,854,2024-12-18,49372.72,Credit Card,ICICI,Furniture,Success
2358,275,2024-05-25,11882.06,Wallet,Mobikwik,Travel,Success
2359,704,2024-07-07,209.37,Debit Card,PNB,Utilities,Success
2360,818,2024-03-07,4242.29,Wallet,Paytm,Utilities,Success
2361,467,2024-03-07,15694.93,Wallet,Amazon Pay,Travel,Success
2362,193,2024-06-07,21094.31,Wallet,Amazon Pay,Furniture,Success
2363,214,2024-03-14,3666.52,Net Banking,Kotak,Education,Failed
